top_dir,sub_dir,field
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_open_close_ratio_avg_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_open_close_ratio_avg_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_open_close_ratio_avg_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_open_close_ratio_skew_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_open_close_ratio_skew_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_open_close_ratio_skew_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_open_close_ratio_skew_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_open_close_ratio_std_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_open_close_ratio_std_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_open_close_ratio_std_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_open_close_ratio_std_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_avg_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_avg_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_avg_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_avg_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_skew_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_skew_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_skew_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_skew_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_std_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_std_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_std_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_downshadow_pm_std_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_avg_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_avg_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_avg_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_avg_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_avg_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_avg_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_avg_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_avg_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_skew_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_skew_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_skew_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_skew_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_std_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_std_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_std_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_pm_ratio_std_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_skew_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_skew_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_skew_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_skew_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_std_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_std_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_std_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_am_std_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_avg_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_avg_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_avg_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_avg_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_skew_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_skew_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_skew_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_skew_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_std_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_std_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_std_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_close_30m_std_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_avg_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_avg_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_avg_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_avg_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_skew_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_skew_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_skew_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_skew_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_std_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_std_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_std_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_daily_std_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_avg_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_avg_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_avg_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_avg_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_skew_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_skew_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_skew_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_skew_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_std_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_std_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_std_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_30m_std_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_avg_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_avg_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_avg_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_avg_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_skew_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_skew_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_skew_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_skew_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_std_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_std_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_std_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_open_close_ratio_std_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_avg_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_avg_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_avg_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_avg_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_skew_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_skew_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_skew_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_skew_6M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_std_1M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_std_1W
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_std_3M
cn_equity_feature,fguo_trade3,fguo_trade3.w_upshadow_pm_std_6M
cn_equity_feature,fguo_trade3,range_am_avg_1M
cn_equity_feature,fguo_trade3,range_am_avg_1W
cn_equity_feature,fguo_trade3,range_am_avg_3M
cn_equity_feature,fguo_trade3,range_am_avg_6M
cn_equity_feature,fguo_trade3,range_am_pm_ratio_avg_1M
cn_equity_feature,fguo_trade3,range_am_pm_ratio_avg_1W
cn_equity_feature,fguo_trade3,range_am_pm_ratio_avg_3M
cn_equity_feature,fguo_trade3,range_am_pm_ratio_avg_6M
cn_equity_feature,fguo_trade3,range_am_pm_ratio_skew_1M
cn_equity_feature,fguo_trade3,range_am_pm_ratio_skew_1W
cn_equity_feature,fguo_trade3,range_am_pm_ratio_skew_3M
cn_equity_feature,fguo_trade3,range_am_pm_ratio_skew_6M
cn_equity_feature,fguo_trade3,range_am_pm_ratio_std_1M
cn_equity_feature,fguo_trade3,range_am_pm_ratio_std_1W
cn_equity_feature,fguo_trade3,range_am_pm_ratio_std_3M
cn_equity_feature,fguo_trade3,range_am_pm_ratio_std_6M
cn_equity_feature,fguo_trade3,range_am_skew_1M
cn_equity_feature,fguo_trade3,range_am_skew_1W
cn_equity_feature,fguo_trade3,range_am_skew_3M
cn_equity_feature,fguo_trade3,range_am_skew_6M
cn_equity_feature,fguo_trade3,range_am_std_1M
cn_equity_feature,fguo_trade3,range_am_std_1W
cn_equity_feature,fguo_trade3,range_am_std_3M
cn_equity_feature,fguo_trade3,range_am_std_6M
cn_equity_feature,fguo_trade3,range_close_30m_avg_1M
cn_equity_feature,fguo_trade3,range_close_30m_avg_1W
cn_equity_feature,fguo_trade3,range_close_30m_avg_3M
cn_equity_feature,fguo_trade3,range_close_30m_avg_6M
cn_equity_feature,fguo_trade3,range_close_30m_skew_1M
cn_equity_feature,fguo_trade3,range_close_30m_skew_1W
cn_equity_feature,fguo_trade3,range_close_30m_skew_3M
cn_equity_feature,fguo_trade3,range_close_30m_skew_6M
cn_equity_feature,fguo_trade3,range_close_30m_std_1M
cn_equity_feature,fguo_trade3,range_close_30m_std_1W
cn_equity_feature,fguo_trade3,range_close_30m_std_3M
cn_equity_feature,fguo_trade3,range_close_30m_std_6M
cn_equity_feature,fguo_trade3,range_daily_avg_1M
cn_equity_feature,fguo_trade3,range_daily_avg_1W
cn_equity_feature,fguo_trade3,range_daily_avg_3M
cn_equity_feature,fguo_trade3,range_daily_avg_6M
cn_equity_feature,fguo_trade3,range_daily_skew_1M
cn_equity_feature,fguo_trade3,range_daily_skew_1W
cn_equity_feature,fguo_trade3,range_daily_skew_3M
cn_equity_feature,fguo_trade3,range_daily_skew_6M
cn_equity_feature,fguo_trade3,range_daily_std_1M
cn_equity_feature,fguo_trade3,range_daily_std_1W
cn_equity_feature,fguo_trade3,range_daily_std_3M
cn_equity_feature,fguo_trade3,range_daily_std_6M
cn_equity_feature,fguo_trade3,range_open_30m_avg_1M
cn_equity_feature,fguo_trade3,range_open_30m_avg_1W
cn_equity_feature,fguo_trade3,range_open_30m_avg_3M
cn_equity_feature,fguo_trade3,range_open_30m_avg_6M
cn_equity_feature,fguo_trade3,range_open_30m_skew_1M
cn_equity_feature,fguo_trade3,range_open_30m_skew_1W
cn_equity_feature,fguo_trade3,range_open_30m_skew_3M
cn_equity_feature,fguo_trade3,range_open_30m_skew_6M
cn_equity_feature,fguo_trade3,range_open_30m_std_1M
cn_equity_feature,fguo_trade3,range_open_30m_std_1W
cn_equity_feature,fguo_trade3,range_open_30m_std_3M
cn_equity_feature,fguo_trade3,range_open_30m_std_6M
cn_equity_feature,fguo_trade3,range_open_close_ratio_avg_1M
cn_equity_feature,fguo_trade3,range_open_close_ratio_avg_1W
cn_equity_feature,fguo_trade3,range_open_close_ratio_avg_3M
cn_equity_feature,fguo_trade3,range_open_close_ratio_avg_6M
cn_equity_feature,fguo_trade3,range_open_close_ratio_skew_1M
cn_equity_feature,fguo_trade3,range_open_close_ratio_skew_1W
cn_equity_feature,fguo_trade3,range_open_close_ratio_skew_3M
cn_equity_feature,fguo_trade3,range_open_close_ratio_skew_6M
cn_equity_feature,fguo_trade3,range_open_close_ratio_std_1M
cn_equity_feature,fguo_trade3,range_open_close_ratio_std_1W
cn_equity_feature,fguo_trade3,range_open_close_ratio_std_3M
cn_equity_feature,fguo_trade3,range_open_close_ratio_std_6M
cn_equity_feature,fguo_trade3,range_pm_avg_1M
cn_equity_feature,fguo_trade3,range_pm_avg_1W
cn_equity_feature,fguo_trade3,range_pm_avg_3M
cn_equity_feature,fguo_trade3,range_pm_avg_6M
cn_equity_feature,fguo_trade3,range_pm_skew_1M
cn_equity_feature,fguo_trade3,range_pm_skew_1W
cn_equity_feature,fguo_trade3,range_pm_skew_3M
cn_equity_feature,fguo_trade3,range_pm_skew_6M
cn_equity_feature,fguo_trade3,range_pm_std_1M
cn_equity_feature,fguo_trade3,range_pm_std_1W
cn_equity_feature,fguo_trade3,range_pm_std_3M
cn_equity_feature,fguo_trade3,range_pm_std_6M
cn_equity_feature,fguo_trade3,up_down_ratio_am_avg_1M
cn_equity_feature,fguo_trade3,up_down_ratio_am_avg_1W
cn_equity_feature,fguo_trade3,up_down_ratio_am_avg_3M
cn_equity_feature,fguo_trade3,up_down_ratio_am_avg_6M
cn_equity_feature,fguo_trade3,up_down_ratio_am_skew_1M
cn_equity_feature,fguo_trade3,up_down_ratio_am_skew_1W
cn_equity_feature,fguo_trade3,up_down_ratio_am_skew_3M
cn_equity_feature,fguo_trade3,up_down_ratio_am_skew_6M
cn_equity_feature,fguo_trade3,up_down_ratio_am_std_1M
cn_equity_feature,fguo_trade3,up_down_ratio_am_std_1W
cn_equity_feature,fguo_trade3,up_down_ratio_am_std_3M
cn_equity_feature,fguo_trade3,up_down_ratio_am_std_6M
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_avg_1M
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_avg_1W
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_avg_3M
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_avg_6M
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_skew_1M
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_skew_1W
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_skew_3M
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_skew_6M
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_std_1M
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_std_1W
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_std_3M
cn_equity_feature,fguo_trade3,up_down_ratio_close_30m_std_6M
cn_equity_feature,fguo_trade3,up_down_ratio_daily_avg_1M
cn_equity_feature,fguo_trade3,up_down_ratio_daily_avg_1W
cn_equity_feature,fguo_trade3,up_down_ratio_daily_avg_3M
cn_equity_feature,fguo_trade3,up_down_ratio_daily_avg_6M
cn_equity_feature,fguo_trade3,up_down_ratio_daily_skew_1M
cn_equity_feature,fguo_trade3,up_down_ratio_daily_skew_1W
cn_equity_feature,fguo_trade3,up_down_ratio_daily_skew_3M
cn_equity_feature,fguo_trade3,up_down_ratio_daily_skew_6M
cn_equity_feature,fguo_trade3,up_down_ratio_daily_std_1M
cn_equity_feature,fguo_trade3,up_down_ratio_daily_std_1W
cn_equity_feature,fguo_trade3,up_down_ratio_daily_std_3M
cn_equity_feature,fguo_trade3,up_down_ratio_daily_std_6M
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_avg_1M
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_avg_1W
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_avg_3M
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_avg_6M
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_skew_1M
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_skew_1W
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_skew_3M
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_skew_6M
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_std_1M
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_std_1W
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_std_3M
cn_equity_feature,fguo_trade3,up_down_ratio_open_30m_std_6M
cn_equity_feature,fguo_trade3,up_down_ratio_pm_avg_1M
cn_equity_feature,fguo_trade3,up_down_ratio_pm_avg_1W
cn_equity_feature,fguo_trade3,up_down_ratio_pm_avg_3M
cn_equity_feature,fguo_trade3,up_down_ratio_pm_avg_6M
cn_equity_feature,fguo_trade3,up_down_ratio_pm_skew_1M
cn_equity_feature,fguo_trade3,up_down_ratio_pm_skew_1W
cn_equity_feature,fguo_trade3,up_down_ratio_pm_skew_3M
cn_equity_feature,fguo_trade3,up_down_ratio_pm_skew_6M
cn_equity_feature,fguo_trade3,up_down_ratio_pm_std_1M
cn_equity_feature,fguo_trade3,up_down_ratio_pm_std_1W
cn_equity_feature,fguo_trade3,up_down_ratio_pm_std_3M
cn_equity_feature,fguo_trade3,up_down_ratio_pm_std_6M
cn_equity_feature,fguo_trade3,upshadow_am_avg_1M
cn_equity_feature,fguo_trade3,upshadow_am_avg_1W
cn_equity_feature,fguo_trade3,upshadow_am_avg_3M
cn_equity_feature,fguo_trade3,upshadow_am_avg_6M
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_avg_1M
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_avg_1W
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_avg_3M
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_avg_6M
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_skew_1M
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_skew_1W
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_skew_3M
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_skew_6M
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_std_1M
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_std_1W
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_std_3M
cn_equity_feature,fguo_trade3,upshadow_am_pm_ratio_std_6M
cn_equity_feature,fguo_trade3,upshadow_am_skew_1M
cn_equity_feature,fguo_trade3,upshadow_am_skew_1W
cn_equity_feature,fguo_trade3,upshadow_am_skew_3M
cn_equity_feature,fguo_trade3,upshadow_am_skew_6M
cn_equity_feature,fguo_trade3,upshadow_am_std_1M
cn_equity_feature,fguo_trade3,upshadow_am_std_1W
cn_equity_feature,fguo_trade3,upshadow_am_std_3M
cn_equity_feature,fguo_trade3,upshadow_am_std_6M
cn_equity_feature,fguo_trade3,upshadow_close_30m_avg_1M
cn_equity_feature,fguo_trade3,upshadow_close_30m_avg_1W
cn_equity_feature,fguo_trade3,upshadow_close_30m_avg_3M
cn_equity_feature,fguo_trade3,upshadow_close_30m_avg_6M
cn_equity_feature,fguo_trade3,upshadow_close_30m_skew_1M
cn_equity_feature,fguo_trade3,upshadow_close_30m_skew_1W
cn_equity_feature,fguo_trade3,upshadow_close_30m_skew_3M
cn_equity_feature,fguo_trade3,upshadow_close_30m_skew_6M
cn_equity_feature,fguo_trade3,upshadow_close_30m_std_1M
cn_equity_feature,fguo_trade3,upshadow_close_30m_std_1W
cn_equity_feature,fguo_trade3,upshadow_close_30m_std_3M
cn_equity_feature,fguo_trade3,upshadow_close_30m_std_6M
cn_equity_feature,fguo_trade3,upshadow_daily_avg_1M
cn_equity_feature,fguo_trade3,upshadow_daily_avg_1W
cn_equity_feature,fguo_trade3,upshadow_daily_avg_3M
cn_equity_feature,fguo_trade3,upshadow_daily_avg_6M
cn_equity_feature,fguo_trade3,upshadow_daily_skew_1M
cn_equity_feature,fguo_trade3,upshadow_daily_skew_1W
cn_equity_feature,fguo_trade3,upshadow_daily_skew_3M
cn_equity_feature,fguo_trade3,upshadow_daily_skew_6M
cn_equity_feature,fguo_trade3,upshadow_daily_std_1M
cn_equity_feature,fguo_trade3,upshadow_daily_std_1W
cn_equity_feature,fguo_trade3,upshadow_daily_std_3M
cn_equity_feature,fguo_trade3,upshadow_daily_std_6M
cn_equity_feature,fguo_trade3,upshadow_open_30m_avg_1M
cn_equity_feature,fguo_trade3,upshadow_open_30m_avg_1W
cn_equity_feature,fguo_trade3,upshadow_open_30m_avg_3M
cn_equity_feature,fguo_trade3,upshadow_open_30m_avg_6M
cn_equity_feature,fguo_trade3,upshadow_open_30m_skew_1M
cn_equity_feature,fguo_trade3,upshadow_open_30m_skew_1W
cn_equity_feature,fguo_trade3,upshadow_open_30m_skew_3M
cn_equity_feature,fguo_trade3,upshadow_open_30m_skew_6M
cn_equity_feature,fguo_trade3,upshadow_open_30m_std_1M
cn_equity_feature,fguo_trade3,upshadow_open_30m_std_1W
cn_equity_feature,fguo_trade3,upshadow_open_30m_std_3M
cn_equity_feature,fguo_trade3,upshadow_open_30m_std_6M
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_avg_1M
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_avg_1W
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_avg_3M
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_avg_6M
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_skew_1M
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_skew_1W
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_skew_3M
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_skew_6M
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_std_1M
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_std_1W
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_std_3M
cn_equity_feature,fguo_trade3,upshadow_open_close_ratio_std_6M
cn_equity_feature,fguo_trade3,upshadow_pm_avg_1M
cn_equity_feature,fguo_trade3,upshadow_pm_avg_1W
cn_equity_feature,fguo_trade3,upshadow_pm_avg_3M
cn_equity_feature,fguo_trade3,upshadow_pm_avg_6M
cn_equity_feature,fguo_trade3,upshadow_pm_skew_1M
cn_equity_feature,fguo_trade3,upshadow_pm_skew_1W
cn_equity_feature,fguo_trade3,upshadow_pm_skew_3M
cn_equity_feature,fguo_trade3,upshadow_pm_skew_6M
cn_equity_feature,fguo_trade3,upshadow_pm_std_1M
cn_equity_feature,fguo_trade3,upshadow_pm_std_1W
cn_equity_feature,fguo_trade3,upshadow_pm_std_3M
cn_equity_feature,fguo_trade3,upshadow_pm_std_6M
cn_equity_feature,fguo_trade3,upshadow_range_pct_avg_1M
cn_equity_feature,fguo_trade3,upshadow_range_pct_avg_1W
cn_equity_feature,fguo_trade3,upshadow_range_pct_avg_3M
cn_equity_feature,fguo_trade3,upshadow_range_pct_avg_6M
cn_equity_feature,fguo_trade3,upshadow_range_pct_skew_1M
cn_equity_feature,fguo_trade3,upshadow_range_pct_skew_1W
cn_equity_feature,fguo_trade3,upshadow_range_pct_skew_3M
cn_equity_feature,fguo_trade3,upshadow_range_pct_skew_6M
cn_equity_feature,fguo_trade3,upshadow_range_pct_std_1M
cn_equity_feature,fguo_trade3,upshadow_range_pct_std_1W
cn_equity_feature,fguo_trade3,upshadow_range_pct_std_3M
cn_equity_feature,fguo_trade3,upshadow_range_pct_std_6M
cn_equity_feature,fguo_trade3,w_downshadow_am_avg_1M
cn_equity_feature,fguo_trade3,w_downshadow_am_avg_1W
cn_equity_feature,fguo_trade3,w_downshadow_am_avg_3M
cn_equity_feature,fguo_trade3,w_downshadow_am_avg_6M
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_avg_1M
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_avg_1W
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_avg_3M
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_avg_6M
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_skew_1M
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_skew_1W
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_skew_3M
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_skew_6M
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_std_1M
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_std_1W
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_std_3M
cn_equity_feature,fguo_trade3,w_downshadow_am_pm_ratio_std_6M
cn_equity_feature,fguo_trade3,w_downshadow_am_skew_1M
cn_equity_feature,fguo_trade3,w_downshadow_am_skew_1W
cn_equity_feature,fguo_trade3,w_downshadow_am_skew_3M
cn_equity_feature,fguo_trade3,w_downshadow_am_skew_6M
